Location,Document Name,User_Prompt_1,Expected_Answer_1,Expected_Pages_1,User_Prompt_2,Expected_Answer_2,Expected_Pages_2,User_Prompt_3,Expected_Answer_3,Expected_Pages_3
Data/Ireland/TCA_FA2023_P28.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 28: Purchase and Sale Of Securities",What is the tax treatment of non traders on exchange of irish government bonds?,"In the case of non-traders — (6) • If an investor so elects, then, subject to section 815 (bond washing), the capital gains tax liability is calculated but deferred until either the new securities are sold or redeemed, whichever is earlier. • Section 815 applies to the accrued interest and, with the modified use of the section as referred to in paragraph (b), undertakings for collective investment and the life funds of life assurance companies are also included. The bondwashing legislation does not normally apply to undertakings for collective investment or the life funds of life assurance companies because of the special tax treatment which applies to these institutions. However, for the purposes of this exchange programme alone, such institution are effectively made subject to section 815 in order that the accrued interest can be charged to tax immediately.",[7],What deduction is available to the stock buyer who buys a stock under manufactured payment?,"In charging a specified amount to tax the stock buyer may deduct from that amount any
corresponding manufactured payment made to the stock seller, but the deduction available
may not exceed the dividend received by the stock buyer-
• after the application of any foreign tax relief, but
• before the application of encashment tax.
(2)
No deduction is available at all to the stock buyer in respect of a manufactured payment
where:
• the stock buyer is exempt from tax in respect of the specified dividend or
interest, or
• no amount of tax payable would arise in respect of the dividend or interest
under self-assessment after the application of any foreign tax credits.
A manufactured payment is not deductible against anything but the interest or dividend to
which it relates",[13],What does chapter 3 of part 28 cover?,"This Part provides for the tax treatment of stock borrowing and repurchase (repo) arrangements. In substance, both stock borrowing and repo agreements are a form of short-term lending and are reflected in the accounts of the participants as such. However, the form of the transaction involves the temporary transfer of the legal title of stock (e.g. shares) from one party to another, with a simultaneous commitment to reverse the transaction in the future. This legislation operates to ensure the tax treatment follows the substance of such transactions where they are concluded within 12 months or less (being a short-term loan) where specified criteria are met.",[10]
Data/Ireland/TCA_FA2023_P29.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 29: Patents, Scientific and Certain Other Research, Know-How and Certain Training",What capital allowances are available in respect of expenditure incurred on the acquisition of patent rights?,"This section provides that capital allowances are available in respect of expenditure incurred on the acquisition of patent rights. The capital expenditure qualifying for the allowances is written off by equal annual instalments over a period of 17 years or, where the remaining life of the patent or the term for which the rights are acquired is a shorter period, over that shorter period. Finance Act 2009 disapplies this section for companies subject to a transition period of two years during which time companies may elect to claim relief under this section for capital expenditure incurred on the purchase of patent rights after 7 May 2009 and before 7 May 2011.",[4],What expenses on non-traders can be written off incurred with devising a patented invention or patent grant or extension?,"Where a non-trader incurs any expense in connection with the grant or maintenance of a patent or in obtaining an extension of the term of a patent, an allowance equal to the amount of the expenses is to be made to that person for the chargeable period in which those expenses are incurred. This allowance can be offset against patent income for that chargeable period and, in so far as any
balance remains, can be carried forward to future chargeable periods years for
set-off against patent income. Expenditure in connection with the “maintenance”
of a patent relates to the ordinary renewal fees payable periodically during the
term of a patent together with any related agents’ charges","[8,9]",What corportation tax credit can I avail of on R&D corporation tax?,"For accounting periods commencing on or after 1 January 2024, this section provides for a 30% R&D corporation tax credit for research and development expenditure of the group on R&D as has been allocated to the company. Specifically, this subsection refers to 30% of “qualifying expenditure attributable to the company as is referable to the accounting period”. For accounting periods ending on or before 31 December 2023, the rate of the R&D Corporation tax credit is 25%. (1) This section provides that a company which makes a claim for the R&D corporation tax credit, and specifies that the R&D corporation tax credit or a portion of it will be treated as an overpayment of tax, may surrender all or part of the excess (being the difference between the amount specified and the tax liabilities) to one or more key employees (section (2)(c)). (2)(a), (b) and (c) The company may not surrender an amount in excess of the company’s corporation tax payable in respect of that accounting period.",[33]
Data/Ireland/TCA_FA2023_P30.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 30: Occupational Pension Schemes, Retirement Annuities, Purchased Life Annuities and Certain Pensions",What is an exempt approved scheme?,"“exempt approved scheme”, which has the meaning given in section 774, is an approved scheme established under irrevocable trusts, usually, but not necessarily, by way of formal trust deeds, or an approved scheme which is an overseas pension scheme. The mark of an “exempt approved scheme” established under irrevocable trusts is that the assets or policies of the scheme are held in an established trust arrangement, not under the control of the employer or the employees, and the disposal of the assets or policies of the scheme is governed independently by the constitution of the scheme itself.",[5],What is the retirement benefit scheme?,"The term “retirement benefits scheme” means a scheme for the provision of relevant benefits but expressly excludes any scheme under the Social Welfare Consolidation Act 2005. [The term “relevant benefits” is defined in detail in section 770 and includes any pension, lump sum or gratuity on retirement or death.] (1) References to a “scheme” include references to a contract, deed, agreement, series of agreements or any other arrangements. In other words, any retirement benefit arrangements, whether formal or informal, is within the scope of the legislation. The word “contract” is included to put beyond doubt that a contract based scheme, which is the structure most likely to be used in other EU Member States, comes within the provisions of Chapter 1. A “scheme” exists even though it caters for only a small number of employees or even a single employee. In addition, where a pension is given to an employee to start immediately on the making of the arrangements, the arrangements will constitute a “scheme”. (2) The Revenue Commissioners may treat a retirement benefits scheme which caters for 2 or more different categories of employees as separate schemes catering for the respective categories of employees.",[6],"What are the tax relief provisions for individuals engaged in a trade, profession, or non-pensionable employment when securing a life annuity or an annuity for dependants, and what are the options and tax implications related to approved retirement funds (ARFs) established before and after 6 April 2000?","This Chapter provides for relief from tax on payments made by an individual, engaged in a trade or profession or holding a non-pensionable employment, to secure a life annuity for himself or herself on retirement or an annuity for his/ her dependants on his/her death. Alternatively, the individual may, subject to certain conditions, opt to have the accumulated fund placed in an approved retirement fund (“ARF”) or have it paid over direct to him or her. While the availability of this option is mandatory only in respect of annuity contracts approved on or after 6 April 1999, it may be incorporated by agreement into contracts approved before that date. Where the ARF was established prior to 6 April 2000, the individual would be chargeable annually to income tax or capital gains tax on income or gains from assets held in the ARF. No further tax will be payable on the transfer out of such an ARF of income or gains accumulated within that ARF. Where the ARF was established on or after 6 April 2000, no tax liability arises on the individual until distributions are made from the ARF. Where part of the value of the pension fund is paid direct to the individual, rather than being transferred to an ARF, the amount paid is treated as part of the income of the individual for the year in which the payment is made. All payments from a post 6 April 2000 ARF are subject to tax under the PAYE system. The taxation treatment of ARFs is dealt with more comprehensively in the note on section 784A below.",[22]
Data/Ireland/TCA_FA2023_P31.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 31: Taxation of Settlors, etc in Respect of Settled or Transferred Income",How is income settled on children taxed?,"Income which, during the life of the settlor, is paid under a settlement in a year of assessment to or for the benefit of a person is to be treated for income tax purposes as income of the settlor (and not of any other person) for that year if at the time of the payment the person to or for
whom the income is paid is a minor.
Except in the case of an irrevocable instrument (see section 796), income which is
accumulated under a settlement so that it, or assets which it represents, will or may be paid to
or for the benefit of a person in the future – whether on the fulfilment of a condition, the
happening of a contingency, the exercise of a power or discretion or for any other reason – is
deemed to be paid to or for the benefit of the person (at the time it is accumulated). If a
settlement does not require income to be allocated to any particular person or persons at the
time it is accumulated, the income is deemed to be paid in equal shares to each of the persons
to or for the benefit of whom or any of whom it, or assets representing it, will or may become
payable or applicable","[4,5]",What does section 791 of the TCA 1997 cover?,"791 Income under revocable dispositions For the purposes of the Chapter, “disposition” includes any trust, covenant, agreement or arrangement. (1) This section provides that where any person makes a disposition of income by virtue of which that person may, by power of appointment, power of revocation or any other means and without the consent of another person, retain the beneficial enjoyment of that income, the income is to be treated, for income tax purposes, as the income of that person and not of any other person. (2) Where any power of appointment or revocation, etc may be exercised with the consent of a person’s spouse, the power is deemed to be exercisable without the consent of another person unless the couple are living apart either by agreement or under an order of Court. (3) In addition, where the power may be exercised by the spouse of the disponer, the power is deemed to be exercisable by the disponer.",[2],"What are the tax implications for income arising from dispositions made by an individual, particularly in relation to relevant individuals, exceptions to these implications, and the limitations on recognizing dispositions for tax purposes?","Subject to specified exceptions, any income which, by virtue or in consequence of any disposition made directly or indirectly by a person (other than a disposition for valuable and sufficient consideration), is payable to or applicable for the benefit of any other person, is deemed for income tax purposes to be the income of the person, if living, who made the disposition and not of any other person. The specified exceptions are — (1)(b) • income arising from capital which the disponer has divested himself or herself absolutely, (1)(b) (i) • income payable, for a period which exceeds or may exceed 6 years, to a relevant individual for his/her own use, and income payable, for a period which exceeds or may exceed 6 years, for the benefit of a
relevant individual. (1)(b) (v) Except in the case of dispositions made in favour of individuals who are permanently incapacitated by mental or physical infirmity, the recognition for tax purposes of a
disposition(s) within subparagraphs (iv) and (v) of subsection (1)(b) made by an individual
in a year of assessment is limited to 5 per cent of the individual’s total income for the year of
assessment.
(2)(a)
& (b)
Where the 5 per cent limit applies and there is more than one disponee, the income which is
not to be treated as income of the disponer for tax purposes is apportioned between the
disponees in proportion to their entitlements under the disposition(s).
(2)(c)
Certain transitional arrangements (see paragraph 27 of Schedule 32) apply in regard to the
application of this section for the tax year 1997–98 in relation to certain dispositions to certain
individuals residing with, and sharing normal household expenses with, the disponer.","[2,3]"
Data/Ireland/TCA_FA2023_P32.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 32: Estates of Deceased Persons in Course of Administration and Surcharge on Certain Income of Trustees",How is the aggregate income for a deceased person's estate defined?,"The aggregate income of a deceased person’s estate for any year of assessment means the total income from all sources accruing to the personal representatives for that year and which consists of — (1)(b)(i) • income chargeable to Irish income tax, and • income which would have been chargeable to Irish income tax had it arisen in the State to a person resident and ordinarily resident in the State. Any deductions which would have been allowable had the income been chargeable to Irish tax may be deducted.",[3],How is absolute interest in residue habdled when determining tax on the estate of dead person?,"This section sets out the procedure for taxing beneficiaries who have an absolute interest in the residue of a deceased person’s estate. Effectively, such a beneficiary is taxable on his/her share of the residuary estate income for each of the tax years in the administration period by reference to the income arising from the date of death onwards. However, no assessment can be made on such a person before the end of the administration period unless and to the extent that sums have been paid on account of his/her absolute interest. At the end of the administration period, he/she is assessed on any balance of the residuary estate income not previously assessed. Section 802 contains provisions supplementary to this section. It should be noted that, where an estate which is small and is a straightforward one (for example, only one or two residuary beneficiaries with no annuitants, life tenants or other persons with an entitlement to any of the income of the estate) the inspector may adapt an approach simpler to that provided for in this section and tax the residuary beneficiary directly on all the income of the estate received from death onwards. In such cases no assessments are made on the personal representative and the beneficiary is taxed each year as if he/she had received the estate income from its various sources directly himself or herself.",[5],"How is the residuary income of an estate calculated for tax purposes, and what adjustments are made for beneficiaries receiving benefits from the estate?","The residuary income of an estate for any year of assessment is the aggregate income of the estate for that year reduced by — (1) • any annual interest, annuity or other annual payment which is a charge on the residue, • any expenses incurred by the personal representatives in the management of the assets of the estate, to the extent that they are properly chargeable to income, • any income to which a beneficiary has become entitled to during the course of the administration under a specific disposition or will become entitled to under a contingent or a vested interest when the administration period is completed. The “benefits received” by a residuary beneficiary in respect of an absolute interest in the residue mean the total of all sums paid (either before the completion of the administration period or on completion of that period) less income tax deducted at the standard rate. In the case of a foreign estate, the benefits received is the amount of such sums without deduction of income tax. Where the benefits or advances made to a beneficiary in respect of his/her share in the residue during the course of the administration exceed the amount of the total of the residuary income at the completion of the administration period, the beneficiary’s residuary income is proportionately adjusted for the tax years of the administration period. (2) If a beneficiary, other than the ultimate beneficiary at the close of the administration period, had an interest in the residue during the administration period, the residuary income of both beneficiaries is aggregated together to see whether an apportionment as set out in subsection (2) above is needed.",[6]
Data/Ireland/TCA_FA2023_P33.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 33: Anti-Avoidance",When is the income of a non-resident or non-domiciled person deemed to be the income of an Irish resident or ordinarily resident individual?,"Where, arising from the transfer, an Irish resident or ordinarily resident individual has the power to enjoy income of a non-resident or non-domiciled person, the income is deemed to be the income of the Irish individual. (4) An individual is regarded as having the “power to enjoy” income of a non-resident or nondomiciled person in a variety of situations. This will happen if — • the income is dealt with by other persons as though it will, at some point of time, enure for the benefit of the individual, (6)(a) • the receipt or build up of the income adds to the value of assets held by the individual or for the individual’s benefit, (6)(b) • the individual gets, or is entitled to get, any benefit provided out of the income of the non-resident person or from successive associated operations on the income, (6)(c) • the individual has the power to get the beneficial enjoyment of the income, or (6)(d) • the individual is able to control, in any manner whatever, the application of the income. (6)(e) The “power to enjoy” must be acquired “by means of” (subsection (3)) the transfer of assets or associated operations, but the transfer need not be effected by the individual who acquires the power to enjoy the income. If any person transfers assets to a non-resident in such circumstances that an individual resident or ordinarily resident in the State acquires the power to enjoy the income, then the section comes into operation. The section is not confined to cases where the individual acquires the power to enjoy the income of the person to whom the assets are transferred",[4],"What are the provisions and consequences for taxpayers regarding tax avoidance transactions, including the formation of Revenue's opinion, time restrictions on enquiries, and the application of surcharges and interest?","Provision is made to ensure that — (1) (a) refunds by a taxpayer of tax repayments received on foot of avoidance will be treated as additional tax payable for the purposes of the surcharge, (b) the date on which Revenue’s opinion that a transaction is tax avoidance, will be treated as becoming final, will be — (i) 31 days after the notice of opinion, where no appeal under section 811(7) is made, or (ii) the date upon which all appeals against an opinion are dismissed, and (c) this section is to be construed together with section 811. The general four year restrictions relating to the raising of assessments, the making of enquiries or the taking of actions by an inspector provided for in section 959Z, 959AA or 959AB (which gives primacy to these provisions over any other provisions of the Tax Acts, except where otherwise expressly provided) shall not be construed as preventing Revenue from making any enquiry or taking any action at any time in relation to section 811 or section 811A. This copper-fastens the provisions of section 811(4)(a) which provides for Revenue forming an opinion that a transaction is a tax avoidance transaction at any time, and allows Revenue to make enquiries about a transaction contained in a tax return or referred to in a protective notification at any time. (1A) Where a “valid” protective notification from or on behalf of a person of full details of a transaction has been received, Revenue may not form the opinion that the transaction is a tax avoidance transaction under the provisions of subsections (2) and (4) of section 811 after a period of 2 years from receipt of the protective notification, so long as it is received on or before the relevant date. The two year restriction on the formation of an opinion shall not prevent Revenue from making an enquiry in relation to a transaction under section 811 or 811A at any time. (1B) Where Revenue’s opinion that a transaction is avoidance becomes final (i.e. if there is no appeal or the appeal is withdrawn by the taxpayer, if the taxpayer and Revenue come to an agreement, or if the appeal is finally determined by the Appeal Commissioners or the Courts against the taxpayer) — (2) (a) a 20% surcharge will apply to the tax becoming payable, and (b) interest will be applied by reference to when that tax would have been payable if there had been no avoidance",[18],"What defines a scheme and a scheme participant under section 817S(2), and what are the provisions for issuing and appealing payment notices to scheme participants?",A scheme is defined as a transaction to which section 817S(2) applies A scheme participant is a person who entered into a transaction to which section 817S(2) applies or a substantially similar transaction.,[63]
Data/Ireland/TCA_FA2023_P34.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 34: Provisions Relating to the Residence of Individuals",What are the criteria for acquiring and losing ordinary residence for tax purposes?,Acquiring ordinary residence Ordinary residence in the State is established after 3 consecutive years of being resident in the State. (1) Losing ordinary residence Ordinary residence ceases after 3 consecutive years of being non-resident in the State.,[3],What is split year treatment and how does it affect the taxation of foreign employment earnings for individuals moving to or from the State during a tax year?,"The section provides for what is known as split year treatment. It is aimed at the foreign employment earnings of those persons who only spend part of a tax year in the State but who are, nevertheless, resident in the State in that year by reference to the rules of residence. It applies, therefore, to persons making a permanent move to or from the State during the course of a tax year. Thus, in the case of a person moving to the State, the treatment afforded by the section is only to apply where the person is likely to be resident in the State in the following year. Likewise, where a person is moving from the State, it is only to apply where the person will not be resident in the following year. Since these persons may be resident for the year of arrival or departure, they would consequently be taxable on any foreign earnings earned either before arrival in, or after departure from, the State. To ensure that this does not happen and to preserve previous administrative treatment, the section provides that in these cases residence is deemed to commence only on the date of arrival in the State or cease from the date of departure from the State. The effect of this is to attribute non-residence to that part of a tax year for which the person is not in the State. In this way the foreign earnings of residents arising in the part of the tax year for which they are treated as not being resident are not taxable.",[4],What makes an employee entiteld to a specified amount of income from their employer disregarded for income tax purposes under SARP?,"Where for a tax year a relevant employee - (3)(a) • is resident in the State for tax purposes, • performs the duties of his or her relevant employment or the duties of an employment with an associated company, and • has relevant income from his or her relevant employer (or associated company) which is not less than €75,000 or the annual equivalent, or in the case of a relevant employee who arrives in the State in any of the tax years from 2023 to 2025, not less than €100,000, and makes a claim for SARP, he or she shall be entitled to have a ‘specified amount’ of income, from his or her employment with a relevant employer (or associated company) disregarded for income tax purposes (but not USC or PRSI). A relevant employee is entitled to SARP for 5 consecutive tax years commencing with the tax year he or she is first entitled to claim the relief.",[17]
Data/Ireland/TCA_FA2023_P35.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 35: Double Taxation Relief","What qualifies as ""external tax"" and what are the conditions and limitations for obtaining relief on such tax for an Irish resident company?","“external tax” is tax payable in the country in which the company paying the tax is resident and which tax equates with Irish income tax or corporation tax or both these taxes. The country must be a country to which this section applies. Tax payable under the law of a province, state or similar division of a country or tax levied by a municipality or local authority cannot equate to Irish income or corporation tax. (1) This section applies to countries with which Ireland does not have a double taxation treaty. (2) Where a company (referred to as the “investing company”, that is, the Irish resident company which has obtained “export sales relief” or “Shannon” relief or certain other reliefs) pays corporation tax on some part of its income arising in a territory to which the section applies and where the 3 conditions specified are fulfilled the Revenue Commissioners may grant such relief as is just. The relief is not to exceed one-half of the corporation tax which would otherwise be payable on the income or the amount of the foreign tax on the income, whichever is the less. (3) The conditions which must be fulfilled are — • the income must be a dividend or interest received from a subsidiary company (the paying company) resident in the foreign territory (that is, a company not less than one-half of the voting power in which is controlled directly or indirectly by the company claiming the relief), • the dividend or interest must be shown to have arisen from an investment by the investing company in the paying company which was made out of profits in respect of which the investing company has received export sales relief under Part XXV of the Income Tax Act, 1967 and Part IV of the Corporation Tax Act, 1976 (where the export sales relief is at a rate less than 100%, only that lesser percentage of those profits is to be taken into account in calculating the total “exports” profits which can give rise to the qualifying investment) or out of profits which were disregarded under the old Shannon provisions in the Finance (Miscellaneous Provisions) Act, 1958, Part XXV of the Income Tax Act, 1976 or Part V of the Corporation Tax Act, 1976 (the relief does not apply to Shannon relief under the Finance Act, 1980), • the investing company must have paid tax on the income in the foreign territory",[7],Under what conditions does the non-application of Dividend Withholding Tax (DWT) apply to distributions made by an Irish resident subsidiary to its parent company in another Member State?,"Dividend withholding tax (DWT) under Chapter 8A of Part 6 does not apply to a
distribution made by an Irish resident subsidiary company to its parent company resident in
another Member State. However, the subsidiary company is required to furnish to Revenue
details of the distribution in accordance with section 172K.
(5)
The non-application of DWT does not have effect, however, if the majority of the voting
rights in the parent company are controlled by persons who are resident outside of tax treaty
countries or EU Member States unless it can be shown that the parent company exists for
genuine commercial reasons and is not part of a tax avoidance scheme, including a scheme
to avoid DWT.",[11],What are the main conditions under which dividend payments made by an Irish subsidiary to its parent company in Switzerland are exempt from tax?,"This section provides benefits comparable to those in the 1990 EU Parent/Subsidiaries Directive to companies resident in Switzerland. The background to this is the agreement between the EU and Switzerland under which Switzerland undertook to adopt equivalent measures to those in the EU Savings Directive. Implementation of the Savings Directive was conditional on, amongst other things, agreements being entered into with certain countries including Switzerland. An agreement was concluded with Switzerland in 2004. One of the terms of the agreement with Switzerland was that Swiss companies would be afforded the benefits of the 1990 Parent/Subsidiaries Directive. Under the agreement with Switzerland, dividend payments of the type covered by the Directive made by subsidiary companies in Ireland to their parent companies in Switzerland are to be paid without deduction of tax. The conditions under which they are to be paid without deduction of tax are set out in the section. The principal conditions are: • the recipient must be a company resident in Switzerland (and not resident outside the EU or Switzerland under a tax treaty) or a Swiss branch of a company of another Member State, • the recipient must be subject to tax in Switzerland, and • the company must be a type of company specified in the agreement with Switzerland. The new rules apply from 1 July 2005",[12]
Data/Ireland/TCA_FA2023_P35a.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 35a: Transfer Pricing","What are the main features of transfer pricing in the Taxes Consolidation Act, 1997?","The main features of the transfer pricing rules are as follows—
1. The rules are to be construed, as far as practicable, in accordance with the 2022
OECD Transfer Pricing Guidelines (“2022 OECD Guidelines”);
2. The arm’s length principle applies, subject to certain exceptions, to the computation
of non-trading income, capital allowances and chargeable gains relating to
transactions between associated persons. There is an exclusion from the application
of transfer pricing rules to the computation of non-trading profits or gains or losses
(but not chargeable gains) where they relate to a transaction between certain
associated persons who are chargeable to tax in the State on the profits or gains or Irish dividends are not chargeable to tax). In relation to the computation of capital
allowances and chargeable gains, the transfer pricing rules apply in respect of
transactions relating to assets that have a market value of over €25 million;
3. Larger companies are obliged to prepare, and have available upon request by a
Revenue officer, a master file and local file in line with Annex I and II of Chapter V
of the 2022 OECD Guidelines;
4. A higher rate of penalty applies for larger taxpayers who fail to comply with a
request to provide transfer pricing documentation to Revenue;
5. Protection from tax-geared penalties, in the careless behaviour category, applies
where a taxpayer prepares transfer pricing documentation on time and provides it on
a timely basis to Revenue when requested, and the documentation demonstrates
reasonable efforts have been made to comply with this Part;
6. The rules apply to previously grandfathered arrangements, being arrangements the
terms of which were agreed before 1 July 2010, in respect of chargeable periods
commencing on or after 1 January 2020.
losses arising from the transaction (or would be so chargeable but for the fact that ","[2,3]","Under what conditions are persons considered ""associated"" for the purposes of transfer pricing rules?","Summary
Transfer pricing rules apply to certain arrangements between persons who are associated.
This section deals with the meaning of “associated”.
Details
Persons are associated if one person participates in the management, control or capital of
another person or the same person is participating in the management, control or capital of
both persons. The controlled person in each case must be a company. Associated persons
are mainly companies but, for example, an individual who is a controlling shareholder of a
company could be an associated person of that company.
(1)
A company will be treated as controlled by an individual if it is controlled by the individual
and persons connected with the individual. A person is connected with an individual if that
person is a “relative” of that individual within the meaning of section 433(3)(a). ",[4],"Are small and medium-sized enterprises (SMEs) required to adhere to transfer pricing rules when calculating their profits, gains, or losses?","Transfer pricing rules do not apply in computing the profits or gains or losses of a person who is an SME for the chargeable period. (1) An SME is defined for the purposes of the section. This definition is closely based on the definition of enterprises which fall within the category of micro, small and medium-sized enterprises as defined in the EU Commission Recommendation of 6 May 2003. Broadly, this comprises groups of companies where the group employs less than 250 employees and either has a turnover of less than €50m or assets of less than €43m. (2) Certain modifications to the definitions contained in the Annex to the Commission Recommendation apply for the purposes of defining SMEs in an Irish context.",[8]
Data/Ireland/TCA_FA2023_P35b.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 35b: Controlled Foreign Companies","How is control of a company determined, and what role do nominees and associates play in this determination?
","A person controls a company if the person is able to control or to acquire control, either directly or indirectly, of the company’s affairs. A person is regarded as having control of a company if the person has or is entitled to acquire — (1) • the majority of the issued share capital or voting power, • such part of that capital as would entitle the person on a total distribution of income to more than 50 per cent of such distribution, or • such rights as would entitle the person on a winding up or otherwise to more than 50 per cent of the distributable assets, • or any part of the share capital and as a result be able to control the composition of the board of directors. A person is treated as entitled to acquire voting power, share capital or rights if that person is entitled to acquire those things in the future or will at a future date be entitled to acquire. (2) The rights or powers of a nominee of a person are attributable to the person on whose behalf the nominee has those rights or powers. (3) The rights and powers of a person and of the person’s associates are to be regarded as belonging to that person. The position is similar in relation to the rights and powers of any company which the person or the person and the person’s associates control. The rights and powers of nominees of an associate are also included but not those of associates of an associate. If this provision can be applied in such a way as to enable control of the company to be exercised by persons resident in the State, it is to be so applied. (4) The terms ‘participator’, ‘associate’, ‘director’ and ‘loan creditor’ are given the same meaning as they have in Part 13.",[6],"What adjustments are required when calculating the Effective Tax Rate (ETR) test for a Controlled Foreign Corporation (CFC) under Section 835N, and why are these adjustments necessary?","Where an amount of foreign tax, that is the tax paid or borne by the CFC in respect of its
profits, is paid by another company on the aggregate profits of the CFC and one or more
other companies the amount of tax paid by the company on the aggregate profits shall be
apportioned between the consolidated companies on a just and reasonable basis in order to
calculate the amount of foreign tax, relevant to the CFC.
(1)
Income that is taken into account in calculating the CFC’s foreign chargeable profits but
would not be taken into account in determining the corresponding chargeable profits for
Irish tax purposes should be excluded when determining the amount of foreign tax paid or
borne by the CFC for an accounting period. Excluding the income in determining the foreign
tax paid ensures that the amounts of foreign tax and Irish tax being compared arise on an
equivalent basis.
(2) & (3)
Expenditure of the CFC that is not normally taken into account in calculating its foreign
chargeable profits but would be taken into account in calculating the corresponding
chargeable profits in the State should be taken into account when calculating the amount of
foreign tax paid or borne by the CFC for the accounting period. Including the expenditure
as a deduction when calculating the foreign tax where a deduction would typically be taken
in calculating the Irish tax ensures, as far as possible, that the amounts of foreign and Irish
tax being compared are calculated on the same basis.",[8],"What are the criteria for a Controlled Foreign Corporation (CFC) to be exempt from the CFC charge, and how is the foreign tax amount determined for this purpose?","The CFC charge shall not apply to an accounting period of a CFC where the aggregate of
the foreign tax and the foreign QDTT paid, payable or borne by the CFC is equal to or
greater than the difference between the aggregate of the corresponding Irish corporation tax
and corresponding QDTT and the aggregate of the foreign tax and foreign QDTT.
(1) & (2)
The amount of foreign tax which is paid by a CFC shall be determined in accordance with
the requirements set out under section 835N (Adjustments to amount of foreign tax).
(3)
Any amount of foreign tax or foreign QDTT that falls to be repaid to the CFC or any other
person upon the making of a claim and any amount of foreign QDTT, where payable is not
paid, shall be excluded. ",
Data/Ireland/TCA_FA2023_P35c.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 35c: Hybrid Mismatches","What conditions determine if two enterprises are considered associated with each other for financial or tax purposes?
","Tests for associated enterprises (2) Enterprises shall be associated enterprises – where one enterprise directly or indirectly, possesses or is beneficially entitled to (i) not less than 25 per cent of the issued share capital of the other enterprise, or
(ii) where the other enterprise is an entity not having share capital, an interest of
not less than 25 per cent of the ownership rights in an enterprise,
if one enterprise, directly or indirectly, is entitled to exercise not less than 25 per cent
of the voting power in the other enterprise, where that other enterprise is an entity,
(b)
if one enterprise directly or indirectly, holds such rights as would— (c)
(i) entitle them, directly or indirectly, to receive 25 per cent or more of the
distributed profits of the other enterprise where the other enterprise is a
company, or
(ii) where the other enterprise is an entity other than a company, if the share of the
profits of that other enterprise to which the they are entitled to either directly
or indirectly is 25 per cent or more,
where the two enterprises are, in accordance with paragraph (a), (b) or (c), associated
to a third enterprise
(d)
where both enterprises –
(i) are entities, and
(ii) are part of the same consolidated group for financial accounting purposes.
(e)
Where both enterprises –
(i) are entities, and
(ii) would, if consolidated financial statements were prepared under international
accounting standards, be part of the same consolidated group for financial
accounting purposes.
(f)
where one enterprise has significant influence in the management of the other
enterprise.
(g)
Where an enterprise acts together with another enterprise with respect to voting rights,
share ownership rights or similar ownership rights, the enterprise shall be treated, for
the purposes of the tests in (a), (b) and (c) of subsection (2), as possessing, holding or
being entitled to the rights of each other.",[9],"What is a permanent establishment deduction without inclusion mismatch, and under what conditions does it occur?","Permanent establishment deduction without inclusion mismatch outcome A permanent establishment deduction without inclusion mismatch outcome shall arise where – (1) • there is a tax deduction in the payer territory and a corresponding amount is not included in the payee territory, and (a) • the reason why the income is not included in the payee territory is because; (b) (i) the payment is being made to a disregarded permanent establishment, (ii) payments are allocated differently between the head office and a permanent establishment of that entity, or between two or more permanent establishments of an entity, or (iii)the payment is a disregarded payment under the laws of the payee territory.",[14],How is a tax residency double deduction mismatch neutralized under different territorial conditions?,"The rule for neutralising a tax residency double deduction mismatch outcome (2) Where the other territory– (a) is a Member State, with which the government has a Double Tax Agreement by virtue of section 826(1) (DTA), and under that DTA the company is tax resident in that Member State, (b) is not a Member State, and under the DTA with that other territory— (i) the company is not tax resident in the State, or (ii) the company is tax resident in the State but the double deduction mismatch outcome has not been neutralised in the other territory, or (c) is not a territory referred to in paragraph (a) or (b), then notwithstanding any other provision of the Acts, the mismatch outcome shall be neutralised by the company being denied a tax deduction for so much of the payment as corresponds to the double deduction mismatch outcome which has not been neutralised in another territory.",
